0	kingdom	phylum	class	order	family	genus	species	x	y	species_name
ncbi690259	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum siamense	6.7596097	0.016170137	Colletotrichum siamense
ncbi690307	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus aculeatus	7.6212635	2.455474	Aspergillus aculeatus
ncbi691883				Rotosphaerida	Fonticulaceae	Fonticula	Fonticula alba	29.957182	-3.510964	Fonticula alba
ncbi692275	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Sphaerulina	Sphaerulina musiva	6.765399	2.3392146	Sphaerulina musiva
ncbi69319	Metazoa	Arthropoda	Insecta	Hymenoptera	Braconidae	Microplitis	Microplitis demolitor	17.28285	30.369745	Microplitis demolitor
ncbi694068	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Fomitiporia	Fomitiporia mediterranea	11.709768	1.1610293	Fomitiporia mediterranea
ncbi6941	Metazoa	Arthropoda	Arachnida	Ixodida	Ixodidae	Rhipicephalus	Rhipicephalus microplus	12.300007	32.259285	Rhipicephalus microplus
ncbi6945	Metazoa	Arthropoda	Arachnida	Ixodida	Ixodidae	Ixodes	Ixodes scapularis	12.269484	32.282356	Ixodes scapularis
ncbi6956	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Pyroglyphidae	Dermatophagoides	Dermatophagoides pteronyssinus	11.827137	32.553032	Dermatophagoides pteronyssinus
ncbi695850		Oomycota		Saprolegniales	Saprolegniaceae	Saprolegnia	Saprolegnia parasitica	13.306913	4.7389584	Saprolegnia parasitica
ncbi69820	Metazoa	Arthropoda	Insecta	Lepidoptera	Noctuidae	Spodoptera	Spodoptera litura	-0.006949325	18.370928	Spodoptera litura
ncbi698492	Fungi	Ascomycota				Saitoella	Saitoella complicata	11.716226	3.3509314	Saitoella complicata
ncbi7029	Metazoa	Arthropoda	Insecta	Hemiptera	Aphididae	Acyrthosiphon	Acyrthosiphon pisum	-10.911319	19.968689	Acyrthosiphon pisum
ncbi7038	Metazoa	Arthropoda	Insecta	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	-10.124255	20.379747	Bemisia tabaci
ncbi70448	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus tauri	43.589638	23.221964	Ostreococcus tauri
ncbi7048	Metazoa	Arthropoda	Insecta	Coleoptera	Curculionidae	Sitophilus	Sitophilus oryzae	13.807865	5.650317	Sitophilus oryzae
ncbi7054	Metazoa	Arthropoda	Insecta	Coleoptera	Lampyridae	Photinus	Photinus pyralis	-10.861078	19.973116	Photinus pyralis
ncbi7070	Metazoa	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Tribolium	Tribolium castaneum	-10.865505	19.943867	Tribolium castaneum
ncbi70779	Metazoa	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	Acropora digitifera	-0.1520436	18.050262	Acropora digitifera
ncbi7091	Metazoa	Arthropoda	Insecta	Lepidoptera	Bombycidae	Bombyx	Bombyx mori	11.32783	33.687916	Bombyx mori
ncbi7092	Metazoa	Arthropoda	Insecta	Lepidoptera	Bombycidae	Bombyx	Bombyx mandarina	17.18459	30.294899	Bombyx mandarina
ncbi7108	Metazoa	Arthropoda	Insecta	Lepidoptera	Noctuidae	Spodoptera	Spodoptera frugiperda	10.954411	33.486458	Spodoptera frugiperda
ncbi7111	Metazoa	Arthropoda	Insecta	Lepidoptera	Noctuidae	Trichoplusia	Trichoplusia ni	17.192099	30.148495	Trichoplusia ni
ncbi71139	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus grandis	-5.807459	4.5803447	Eucalyptus grandis
ncbi7130	Metazoa	Arthropoda	Insecta	Lepidoptera	Sphingidae	Manduca	Manduca sexta	21.428526	29.103994	Manduca sexta
ncbi7137	Metazoa	Arthropoda	Insecta	Lepidoptera	Pyralidae	Galleria	Galleria mellonella	10.861701	33.600716	Galleria mellonella
ncbi7159	Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	9.745353	36.470097	Aedes aegypti
ncbi7160	Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus	9.68286	36.524826	Aedes albopictus
ncbi7167	Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles albimanus	20.006025	31.447048	Anopheles albimanus
ncbi7173	Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles arabiensis	20.617674	32.951122	Anopheles arabiensis
ncbi7176	Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus	9.8040905	36.411324	Culex quinquefasciatus
ncbi717646	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Baudoinia	Baudoinia panamericana	9.687985	2.7170086	Baudoinia panamericana
ncbi717944	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes versicolor	11.748653	1.1888052	Trametes versicolor
ncbi71804		Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Trypanosoma	Trypanosoma grayi	30.290264	-1.4965782	Trypanosoma grayi
ncbi72004	Metazoa	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos mutus	11.302537	33.661594	Bos mutus
ncbi72036	Metazoa	Arthropoda	Hexanauplia	Siphonostomatoida	Caligidae	Lepeophtheirus	Lepeophtheirus salmonis	11.828499	32.70763	Lepeophtheirus salmonis
ncbi7209	Metazoa	Nematoda	Chromadorea	Rhabditida	Onchocercidae	Loa	Loa loa	29.70929	-3.3688815	Loa loa
ncbi72105	Metazoa	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes umbrosus	17.02055	30.495256	Sebastes umbrosus
ncbi7213	Metazoa	Arthropoda	Insecta	Diptera	Tephritidae	Ceratitis	Ceratitis capitata	21.11414	29.324703	Ceratitis capitata
ncbi7217	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila ananassae	9.766058	36.44798	Drosophila ananassae
ncbi721885	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum hirsutum	7.825559	2.3401563	Stereum hirsutum
ncbi7220	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila erecta	19.40892	32.69549	Drosophila erecta
ncbi7222	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila grimshawi	19.374819	32.72024	Drosophila grimshawi
ncbi7224	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila hydei	9.809132	36.404205	Drosophila hydei
ncbi7225	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Scaptodrosophila	Scaptodrosophila lebanonensis	10.938729	33.484337	Scaptodrosophila lebanonensis
ncbi7226	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila mauritiana	19.431759	32.644207	Drosophila mauritiana
ncbi7227	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila melanogaster	19.420002	32.652817	Drosophila melanogaster
ncbi7229	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila miranda	9.807182	36.405537	Drosophila miranda
ncbi7230	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila mojavensis	9.887147	36.32548	Drosophila mojavensis
ncbi7232	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila navojoa	9.948787	36.259747	Drosophila navojoa
ncbi7234	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila persimilis	9.9085	36.30347	Drosophila persimilis
ncbi7237	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila pseudoobscura	9.918332	36.293995	Drosophila pseudoobscura
ncbi7238	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila sechellia	19.41964	32.660656	Drosophila sechellia
ncbi7240	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila simulans	19.365927	32.594498	Drosophila simulans
ncbi7241	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila subobscura	20.622759	32.91775	Drosophila subobscura
ncbi7243	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila teissieri	19.393673	32.703568	Drosophila teissieri
ncbi7244	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila virilis	9.860455	36.351818	Drosophila virilis
ncbi7245	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila yakuba	19.412638	32.676575	Drosophila yakuba
ncbi7260	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila willistoni	10.885859	33.484486	Drosophila willistoni
ncbi7263	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila arizonae	9.949677	36.264774	Drosophila arizonae
ncbi7266	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila guanche	9.897706	36.312393	Drosophila guanche
ncbi72664	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Eutrema	Eutrema salsugineum	-5.11293	4.657345	Eutrema salsugineum
ncbi7274	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila serrata	19.364412	32.735638	Drosophila serrata
ncbi72781	Metazoa	Arthropoda	Insecta	Hymenoptera	Formicidae	Formica	Formica exsecta	-10.91832	21.21538	Formica exsecta
ncbi7282	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila obscura	10.874541	33.498573	Drosophila obscura
ncbi7291	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila albomicans	9.799538	36.412937	Drosophila albomicans
ncbi72917	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	Erigeron canadensis	-6.053733	5.272217	Erigeron canadensis
ncbi732165	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Dichomitus	Dichomitus squalens	11.754867	1.1875359	Dichomitus squalens
ncbi73337	Metazoa	Chordata	Mammalia	Perissodactyla	Rhinocerotidae	Ceratotherium	Ceratotherium simum	21.384201	29.152142	Ceratotherium simum
ncbi7370	Metazoa	Arthropoda	Insecta	Diptera	Muscidae	Musca	Musca domestica	9.843684	36.367645	Musca domestica
ncbi7375	Metazoa	Arthropoda	Insecta	Diptera	Calliphoridae	Lucilia	Lucilia cuprina	9.899169	36.31389	Lucilia cuprina
ncbi7396	Metazoa	Arthropoda	Insecta	Diptera	Glossinidae	Glossina	Glossina fuscipes	10.964704	33.447193	Glossina fuscipes
ncbi74035	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Arthroderma	Arthroderma uncinatum	11.636199	3.323579	Arthroderma uncinatum
ncbi741275	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Punctulariaceae	Punctularia	Punctularia strigosozonata	7.7619452	2.2859526	Punctularia strigosozonata
ncbi741705	Fungi	Basidiomycota	Agaricomycetes	Boletales	Coniophoraceae	Coniophora	Coniophora puteana	12.103196	1.4675578	Coniophora puteana
ncbi742174	Metazoa	Arthropoda	Insecta	Hemiptera	Aphididae	Melanaphis	Melanaphis sacchari	-10.854714	19.85476	Melanaphis sacchari
ncbi7425	Metazoa	Arthropoda	Insecta	Hymenoptera	Pteromalidae	Nasonia	Nasonia vitripennis	-10.679876	19.688807	Nasonia vitripennis
ncbi743375	Metazoa	Arthropoda	Insecta	Hymenoptera	Vespidae	Polistes	Polistes dominula	-11.042424	20.12029	Polistes dominula
ncbi7446	Metazoa	Arthropoda	Insecta	Hymenoptera	Vespidae	Vespa	Vespa mandarinia	-10.972728	20.051853	Vespa mandarinia
ncbi7460	Metazoa	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera	-10.827535	21.381298	Apis mellifera
ncbi7461	Metazoa	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis cerana	-11.07347	20.973354	Apis cerana
ncbi7462	Metazoa	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis dorsata	-10.894213	21.233244	Apis dorsata
ncbi7463	Metazoa	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis florea	-10.849513	21.400837	Apis florea
ncbi74649	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa chinensis	-6.213367	4.3530655	Rosa chinensis
ncbi747089	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis	29.869114	-3.5975668	Rhizophagus irregularis
ncbi747525	Fungi	Basidiomycota	Agaricomycetes	Russulales	Bondarzewiaceae	Heterobasidion	Heterobasidion irregulare	11.677285	1.1077113	Heterobasidion irregulare
ncbi747676	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Melampsoraceae	Melampsora	Melampsora laricis-populina	-6.1620035	4.6565986	Melampsora laricis-populina
ncbi748121	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	Diaporthe batatas	6.759394	0.7696229	Diaporthe batatas
ncbi7493	Metazoa	Arthropoda	Insecta	Hymenoptera	Trichogrammatidae	Trichogramma	Trichogramma pretiosum	17.111681	30.096813	Trichogramma pretiosum
ncbi74940	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus tshawytscha	11.343375	33.687874	Oncorhynchus tshawytscha
ncbi7515	Metazoa	Arthropoda	Insecta	Siphonaptera	Pulicidae	Ctenocephalides	Ctenocephalides felis	17.036104	30.047234	Ctenocephalides felis
ncbi75366	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Sinocyclocheilus	Sinocyclocheilus grahami	44.078053	23.367464	Sinocyclocheilus grahami
ncbi7539	Metazoa	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Leptinotarsa	Leptinotarsa decemlineata	13.850241	5.6292076	Leptinotarsa decemlineata
ncbi75553	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus viridinutans	6.3231955	2.681204	Aspergillus viridinutans
ncbi756982	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia oligospora	6.8047476	1.4879652	Orbilia oligospora
ncbi75702	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus euphratica	-6.3464336	4.253736	Populus euphratica
ncbi7574	Metazoa	Brachiopoda	Lingulata	Lingulida	Lingulidae	Lingula	Lingula anatina	-0.47336257	18.294722	Lingula anatina
ncbi759272	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Thermochaetoides	Thermochaetoides thermophila	9.476697	2.1016948	Thermochaetoides thermophila
ncbi759273	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum higginsianum	6.7336445	0.021264698	Colletotrichum higginsianum
ncbi7604	Metazoa	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Asterias	Asterias rubens	10.976615	33.89454	Asterias rubens
ncbi761204		Oomycota		Peronosporales	Peronosporaceae	Phytophthora	Phytophthora nicotianae	13.312561	4.772898	Phytophthora nicotianae
ncbi76193	Metazoa	Arthropoda	Insecta	Lepidoptera	Papilionidae	Papilio	Papilio machaon	17.090672	30.607155	Papilio machaon
ncbi76194	Metazoa	Arthropoda	Insecta	Lepidoptera	Papilionidae	Papilio	Papilio polytes	21.678108	29.272882	Papilio polytes
ncbi763406	Fungi	Ascomycota	Pichiomycetes	Pichiales	Pichiaceae	Pichia	Pichia membranifaciens	15.425626	5.4882956	Pichia membranifaciens
ncbi763407	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Phycomycetaceae	Phycomyces	Phycomyces blakesleeanus	29.750822	-3.5468092	Phycomyces blakesleeanus
ncbi764103	Fungi	Basidiomycota	Mixiomycetes	Mixiales	Mixiaceae	Mixia	Mixia osmundae	15.305356	5.2533064	Mixia osmundae
ncbi7654	Metazoa	Echinodermata	Echinoidea	Temnopleuroida	Toxopneustidae	Lytechinus	Lytechinus variegatus	-10.548313	21.117575	Lytechinus variegatus
ncbi7668	Metazoa	Echinodermata	Echinoidea	Camarodonta	Strongylocentrotidae	Strongylocentrotus	Strongylocentrotus purpuratus	-10.415529	21.036062	Strongylocentrotus purpuratus
ncbi76717	Metazoa	Chordata	Mammalia	Carnivora	Mustelidae	Lontra	Lontra canadensis	21.55053	29.127186	Lontra canadensis
ncbi76775	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia restricta	15.701048	5.7096567	Malassezia restricta
ncbi77020	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia pachydermatis	15.699606	5.703597	Malassezia pachydermatis
ncbi77115	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Cyprinodontidae	Cyprinodon	Cyprinodon tularosa	17.200481	30.311508	Cyprinodon tularosa
ncbi77166	Metazoa	Arthropoda	Insecta	Coleoptera	Curculionidae	Dendroctonus	Dendroctonus ponderosae	13.832611	5.661819	Dendroctonus ponderosae
ncbi771870	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Sordaria	Sordaria macrospora	9.298794	2.0181828	Sordaria macrospora
ncbi7719	Metazoa	Chordata	Ascidiacea	Phlebobranchia	Cionidae	Ciona	Ciona intestinalis	-10.183478	19.709631	Ciona intestinalis
ncbi7725	Metazoa	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Styela	Styela clava	-10.586145	19.610666	Styela clava
ncbi7739	Metazoa	Chordata	Leptocardii	Amphioxiformes	Branchiostomatidae	Branchiostoma	Branchiostoma floridae	-0.3159096	18.165512	Branchiostoma floridae
ncbi7741	Metazoa	Chordata	Leptocardii	Amphioxiformes	Branchiostomatidae	Branchiostoma	Branchiostoma belcheri	-0.29680768	18.180449	Branchiostoma belcheri
ncbi77519		Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium gonderi	30.281544	-3.0617285	Plasmodium gonderi
ncbi7757	Metazoa	Chordata	Hyperoartia	Petromyzontiformes	Petromyzontidae	Petromyzon	Petromyzon marinus	19.754028	30.990112	Petromyzon marinus
ncbi7830	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Scyliorhinidae	Scyliorhinus	Scyliorhinus canicula	17.05224	30.336666	Scyliorhinus canicula
ncbi7868	Metazoa	Chordata	Chondrichthyes	Chimaeriformes	Callorhinchidae	Callorhinchus	Callorhinchus milii	19.600864	30.146667	Callorhinchus milii
ncbi78828	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Phalaenopsis	Phalaenopsis equestris	-5.8233266	5.2683735	Phalaenopsis equestris
ncbi7897	Metazoa	Chordata		Coelacanthiformes	Coelacanthidae	Latimeria	Latimeria chalumnae	43.593662	23.693567	Latimeria chalumnae
ncbi7906	Metazoa	Chordata	Actinopteri	Acipenseriformes	Acipenseridae	Acipenser	Acipenser ruthenus	18.572384	30.603546	Acipenser ruthenus
ncbi7913	Metazoa	Chordata	Actinopteri	Acipenseriformes	Polyodontidae	Polyodon	Polyodon spathula	17.15498	30.452438	Polyodon spathula
ncbi7918	Metazoa	Chordata	Actinopteri	Semionotiformes	Lepisosteidae	Lepisosteus	Lepisosteus oculatus	43.84272	23.147858	Lepisosteus oculatus
ncbi79200	Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota	-5.9226365	4.754599	Daucus carota
ncbi7936	Metazoa	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla	Anguilla anguilla	18.572145	30.602802	Anguilla anguilla
ncbi7950	Metazoa	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	Clupea harengus	19.076494	30.896812	Clupea harengus
ncbi7955	Metazoa	Chordata	Actinopteri	Cypriniformes	Danionidae	Danio	Danio rerio	18.565928	30.538942	Danio rerio
ncbi7957	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Carassius auratus	44.20237	22.993124	Carassius auratus
ncbi796027	Fungi	Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Sugiyamaella	Sugiyamaella lignohabitans	13.5399685	3.4320283	Sugiyamaella lignohabitans
ncbi79684	Metazoa	Chordata	Mammalia	Rodentia	Cricetidae	Microtus	Microtus ochrogaster	17.307598	30.44638	Microtus ochrogaster
ncbi79782	Metazoa	Arthropoda	Insecta	Hemiptera	Cimicidae	Cimex	Cimex lectularius	10.87907	33.49521	Cimex lectularius
ncbi7994	Metazoa	Chordata	Actinopteri	Characiformes	Characidae	Astyanax	Astyanax mexicanus	43.5798	23.703081	Astyanax mexicanus
ncbi7998	Metazoa	Chordata	Actinopteri	Siluriformes	Ictaluridae	Ictalurus	Ictalurus punctatus	9.770923	36.44513	Ictalurus punctatus
ncbi8005	Metazoa	Chordata	Actinopteri	Gymnotiformes	Gymnotidae	Electrophorus	Electrophorus electricus	11.32516	33.680164	Electrophorus electricus
ncbi8010	Metazoa	Chordata	Actinopteri	Esociformes	Esocidae	Esox	Esox lucius	10.834267	33.57523	Esox lucius
ncbi8018	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus keta	9.836123	36.3767	Oncorhynchus keta
ncbi8019	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus kisutch	44.018845	22.92696	Oncorhynchus kisutch
ncbi8022	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus mykiss	10.932051	33.45965	Oncorhynchus mykiss
ncbi8023	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus nerka	43.99904	23.348755	Oncorhynchus nerka
ncbi8030	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salmo	Salmo salar	44.158306	23.223286	Salmo salar
ncbi8032	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salmo	Salmo trutta	44.073437	23.204838	Salmo trutta
ncbi8040	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salvelinus	Salvelinus namaycush	11.304321	33.68131	Salvelinus namaycush
ncbi80427	Metazoa	Chordata	Lepidosauria	Squamata	Lacertidae	Lacerta	Lacerta agilis	17.581541	30.654951	Lacerta agilis
ncbi8049	Metazoa	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus morhua	43.689518	23.378754	Gadus morhua
ncbi80765	Metazoa	Arthropoda	Insecta	Hemiptera	Aphididae	Aphis	Aphis gossypii	-10.921667	19.875761	Aphis gossypii
ncbi8078	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Fundulidae	Fundulus	Fundulus heteroclitus	17.545807	30.413317	Fundulus heteroclitus
ncbi8081	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	Poecilia	Poecilia reticulata	44.150017	23.254658	Poecilia reticulata
ncbi8083	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	Xiphophorus	Xiphophorus maculatus	43.608807	23.667698	Xiphophorus maculatus
ncbi8084	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	Xiphophorus	Xiphophorus hellerii	20.457014	30.203339	Xiphophorus hellerii
ncbi8090	Metazoa	Chordata	Actinopteri	Beloniformes	Adrianichthyidae	Oryzias	Oryzias latipes	44.094997	23.180092	Oryzias latipes
ncbi80966	Metazoa	Chordata	Actinopteri		Pomacentridae	Acanthochromis	Acanthochromis polyacanthus	43.67293	23.581724	Acanthochromis polyacanthus
ncbi80972	Metazoa	Chordata	Actinopteri		Pomacentridae	Amphiprion	Amphiprion ocellaris	20.820953	29.863285	Amphiprion ocellaris
ncbi8103	Metazoa	Chordata	Actinopteri	Perciformes	Cyclopteridae	Cyclopterus	Cyclopterus lumpus	17.383406	30.493439	Cyclopterus lumpus
ncbi8128	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	Oreochromis	Oreochromis niloticus	44.02128	23.25397	Oreochromis niloticus
ncbi8153	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	Haplochromis	Haplochromis burtoni	20.135017	30.626345	Haplochromis burtoni
ncbi8154	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	Astatotilapia	Astatotilapia calliptera	44.03244	23.282614	Astatotilapia calliptera
ncbi81572	Metazoa	Chordata	Mammalia	Primates	Hylobatidae	Hylobates	Hylobates moloch	11.301334	33.67807	Hylobates moloch
ncbi8167	Metazoa	Chordata	Actinopteri	Perciformes	Percidae	Perca	Perca flavescens	44.11264	23.224087	Perca flavescens
ncbi8168	Metazoa	Chordata	Actinopteri	Perciformes	Percidae	Perca	Perca fluviatilis	20.14994	30.625883	Perca fluviatilis
ncbi8175	Metazoa	Chordata	Actinopteri	Spariformes	Sparidae	Sparus	Sparus aurata	44.143837	23.162035	Sparus aurata
ncbi8177	Metazoa	Chordata	Actinopteri	Spariformes	Sparidae	Acanthopagrus	Acanthopagrus latus	19.02686	30.896303	Acanthopagrus latus
ncbi8187	Metazoa	Chordata	Actinopteri		Centropomidae	Lates	Lates calcarifer	44.128757	23.304762	Lates calcarifer
ncbi81972	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis	Arabidopsis lyrata	-5.093303	4.6163564	Arabidopsis lyrata
ncbi81985	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Capsella	Capsella rubella	-5.0597663	4.57006	Capsella rubella
ncbi8208	Metazoa	Chordata	Actinopteri	Perciformes	Nototheniidae	Notothenia	Notothenia coriiceps	43.68012	23.260952	Notothenia coriiceps
ncbi8218	Metazoa	Chordata	Actinopteri	Perciformes	Bathydraconidae	Gymnodraco	Gymnodraco acuticeps	17.299288	30.880638	Gymnodraco acuticeps
ncbi8236	Metazoa	Chordata	Actinopteri	Scombriformes	Scombridae	Thunnus	Thunnus albacares	17.44386	30.208609	Thunnus albacares
ncbi8240	Metazoa	Chordata	Actinopteri	Scombriformes	Scombridae	Thunnus	Thunnus maccoyii	17.558737	30.238277	Thunnus maccoyii
ncbi8245	Metazoa	Chordata	Actinopteri	Istiophoriformes	Xiphiidae	Xiphias	Xiphias gladius	17.700212	30.409025	Xiphias gladius
ncbi8255	Metazoa	Chordata	Actinopteri	Pleuronectiformes	Paralichthyidae	Paralichthys	Paralichthys olivaceus	44.10014	23.183521	Paralichthys olivaceus
ncbi8267	Metazoa	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	Hippoglossus	Hippoglossus hippoglossus	21.43997	29.08182	Hippoglossus hippoglossus
ncbi83186	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	Diaporthe citri	6.8644524	0.7740952	Diaporthe citri
ncbi83485	Metazoa	Arthropoda	Insecta	Hymenoptera	Formicidae	Linepithema	Linepithema humile	-10.935878	20.27133	Linepithema humile
ncbi8364	Metazoa	Chordata	Amphibia	Anura	Pipidae	Xenopus	Xenopus tropicalis	43.326023	23.998764	Xenopus tropicalis
ncbi8384	Metazoa	Chordata	Amphibia	Anura	Bufonidae	Bufo	Bufo bufo	21.572557	30.002905	Bufo bufo
